MUNICIPIO,LOCALIDAD, HABITANTES ,LATITUD,LONGITUD,
San MartÌn Texmelucan,San JerÛnimo Tianguismanalco,4802,19.24241,-98.42442,
La Paz,Unidad Acaquilpan,4806,19.36524,-98.93851,
Acajete,San JerÛnimo Ocotitl·n,4809,19.02746,-97.9626,
Huejuquilla El Alto,Huejuquilla el Alto,4811,22.62853,-103.89377,
Huatabampo,La UniÛn,4812,26.81909,-109.60922,
San JosÈ Chiapa,San JosÈ Chiapa,4821,19.24053,-97.76779,
Atzacan,Dos RÌos (Tocuila),4825,18.94522,-97.02753,
Ocoyoacac,San JerÛnimo Acazulco,4827,19.26554,-99.41823,
Veracruz,Las Bajadas,4829,19.15618,-96.18471,
Acaxochitl·n,Tepepa (Santiago Tepepa),4830,20.12307,-98.17,
Comapa,Boca del Monte,4832,19.1542,-96.83725,
Ixtacomit·n,Ixtacomit·n,4835,17.42998,-93.09573,
Tlajomulco de Z˙Òiga,Palomar,4837,20.58882,-103.46295,
San Felipe Usila,San Felipe Usila,4838,17.8869,-96.52324,
Ocuituco,Ocuituco,4846,18.87249,-98.77379,
Santa Cruz Tlaxcala,Santa Cruz Tlaxcala,4848,19.3614,-98.14789,
Carmen,Nuevo Progreso,4851,18.62267,-92.29801,
Mineral de la Reforma,Colinas de Plata,4852,20.08031,-98.72686,
Pedro Escobedo,San Clemente,4852,20.51508,-100.08534,
Santa MarÌa Zacatepec,Santa MarÌa Zacatepec,4854,16.76199,-97.99199,
Tenancingo,San JosÈ el Cuartel,4855,18.95714,-99.57239,
Cosoleacaque,San Pedro M·rtir,4855,17.98065,-94.61117,
San Rafael,Puntilla Aldama,4855,20.18962,-96.90676,
Xochihuehuetl·n,Xochihuehuetl·n,4859,17.90871,-98.48887,
Socoltenango,Socoltenango,4863,16.24403,-92.35034,
AscensiÛn,Puerto Palomas de Villa,4866,31.77189,-107.6361,
Tenango del Valle,San Miguel Balderas,4866,19.11001,-99.65304,
Chilchotla,Rafael J. GarcÌa,4869,19.25363,-97.1846,
Atlacomulco,San Antonio Enchisi,4870,19.74884,-99.81748,
General Felipe ¡ngeles,Santiago Tenango,4870,18.99967,-97.63956,
Palmar de Bravo,Palmar de Bravo,4870,18.83588,-97.54768,
Ocoyucan,Santa Clara Ocoyucan,4871,18.9768,-98.30419,
San AndrÈs Cholula,San Luis Tehuiloyocan,4878,19.03909,-98.33951,
Quiroga,Santa Fe de la Laguna,4879,19.67134,-101.55603,
Tetla de la Solidaridad,San BartolomÈ Matlalohcan,4881,19.44709,-98.1277,
Heroica Ciudad de Juchit·n de Zaragoza,La Ventosa,4884,16.55291,-94.946,
Asientos,Villa Ju·rez,4888,22.09326,-102.06918,
Tonal·,La Punta,4889,20.57028,-103.20897,
Tetecala,Tetecala,4893,18.72935,-99.39477,
Compostela,Zacualpan,4893,21.24686,-105.16616,
Cutzamala de PinzÛn,Cutzamala de PinzÛn,4895,18.46598,-100.58095,
CosÌo,CosÌo,4898,22.36507,-102.2986,
Ometepec,Zacoalpan,4900,16.7441,-98.28824,
Fresnillo,Plateros,4902,23.22747,-102.8423,
Xiutetelco,Xaltipan,4911,19.76324,-97.33357,
Hueyotlipan,Hueyotlipan,4911,19.46907,-98.34648,
Teotihuac·n,Atlatongo,4913,19.6666,-98.90191,
San Felipe del Progreso,San AgustÌn Mextepec,4920,19.63544,-99.92717,
Playas de Rosarito,Primo Tapia,4921,32.22288,-116.91295,
Nava,Colonia Venustiano Carranza,4921,28.6183,-100.57932,
Ixcaquixtla,San Juan Ixcaquixtla,4922,18.45987,-97.83216,
San Felipe del Progreso,San Pedro el Alto,4925,19.61013,-99.90467,
Salinas Victoria,Las Torres,4925,25.95573,-100.31905,
San Pedro Amuzgos,San Pedro Amuzgos,4925,16.65382,-98.09079,
Ahome,Gustavo DÌaz Ordaz (El Carrizo),4926,26.26727,-109.03524,
Tlaxcala,San Lucas Cuauhtelulpan,4926,19.29401,-98.27244,
San JosÈ de Gracia,San JosÈ de Gracia,4927,22.14795,-102.41425,
Tepexi de RodrÌguez,Tepexi de RodrÌguez,4933,18.57895,-97.92739,
Saucillo,Naica,4938,27.8554,-105.4879,
Chapala,San Antonio Tlayacapan,4938,20.29756,-103.22965,
Dz·n,Dz·n,4939,20.38752,-89.46867,
Capulhuac,San Miguel Almaya,4941,19.20953,-99.44251,
Numar·n,Numar·n,4944,20.25785,-101.95134,
Xonacatl·n,San Miguel Mimiapan,4949,19.44,-99.471389,
Huixquilucan,Santa Cruz Ayotuzco,4952,19.38391,-99.37402,
Tingambato,San Francisco Pich·taro,4952,19.5715,-101.81024,
Zapotl·n de Ju·rez,Zapotl·n de Ju·rez,4961,19.97471,-98.86545,
Nicol·s Romero,San Francisco Mag˙,4962,19.68735,-99.35593,
Coatepec,Pacho Viejo,4965,19.48259,-96.91715,
Terrenate,Terrenate,4967,19.47812,-97.92126,
Ixhuatlancillo,Ixhuatlancillo,4975,18.89774,-97.14933,
Jocotitl·n,Santiago Casandeje,4977,19.769722,-99.969167,
Quecholac,San SimÛn de Bravo,4980,18.9658,-97.71028,
Hidalgo,San Bartolo Cuitareo,4989,19.65175,-100.595,
Atenco,Nueva Santa Rosa,4990,19.59028,-98.96018,
Felipe Carrillo Puerto,Tihosuco,4994,20.19558,-88.37566,
Donato Guerra,San SimÛn de la Laguna,4996,19.29053,-100.08388,
Ahome,Bagojo Colectivo,4997,25.87431,-109.11641,
Jalapa,Jalapa,4999,17.72113,-92.8125,
Acapulco de Ju·rez,Tres Palos,5001,16.83073,-99.77318,
Axapusco,Jaltepec,5001,19.73087,-98.63459,
Tochtepec,San MartÌn Caltenco,5003,18.88288,-97.81337,
Poncitl·n,Mezcala,5005,20.33601,-103.01953,
CitlaltÈpetl,CitlaltÈpec,5005,21.32988,-97.87895,
Villa de Cos,Gonz·lez Ortega (BaÒÛn),5006,23.18076,-102.47225,
San Lorenzo Axocomanitla,San Lorenzo Axocomanitla,5007,19.22387,-98.25115,
San AndrÈs Tuxtla,Comoapan,5009,18.40804,-95.17447,
Pueblo Viejo,Primero de Mayo (Los Mangos),5011,22.22558,-97.8186,
Nextlalpan,Ex-Hacienda Santa InÈs,5013,19.7067,-99.0725,
TamalÌn,TamalÌn,5019,21.33836,-97.81341,
Huixquilucan,San BartolomÈ Coatepec,5021,19.39918,-99.31381,
El Fuerte,Adolfo LÛpez Mateos (Jahuara Segundo),5025,26.22731,-108.95434,
Bocoyna,Creel,5026,27.74988,-107.63707,
Lampazos de Naranjo,Lampazos de Naranjo,5026,27.02469,-100.50665,
Angamacutiro,Angamacutiro de la UniÛn,5030,20.14895,-101.71298,
San Dami·n TexÛloc,San Dami·n TexÛloc,5033,19.27732,-98.28519,
Sain Alto,Sain Alto,5037,23.57842,-103.25289,
Atoyac,Atoyac,5052,20.0097,-103.51858,
Ocoyucan,San Bernardino Chalchihuapan,5061,18.97177,-98.33786,
ChilÛn,BachajÛn,5063,17.03715,-92.18657,
BenjamÌn Hill,BenjamÌn Hill,5071,30.16675,-111.11202,
Jungapeo,Jungapeo de Ju·rez,5073,19.46187,-100.48919,
La Independencia,Venustiano Carranza,5081,16.18962,-91.92786,
Texcoco,Xocotl·n,5082,19.51676,-98.84222,
TÈcpan de Galeana,San Luis de la Loma,5085,17.27081,-100.89443,
Morelia,Capula,5086,19.67268,-101.38674,
Angostura,Angostura,5086,25.36503,-108.15991,
Tlaxcala,San Sebasti·n Atlahapa,5086,19.29233,-98.22207,
Tamiahua,Tamiahua,5086,21.27549,-97.44756,
Mineral de la Reforma,Los Tuzos,5087,20.05297,-98.75691,
Zacualpan,Tlacotepec,5087,18.81129,-98.75204,
Tetla de la Solidaridad,San Francisco Atexcatzinco,5087,19.46802,-98.14554,
Ocampo,Ocampo,5095,22.84508,-99.33544,
Xochitl·n Todos Santos,Xochitl·n,5097,18.70197,-97.77779,
Acolman,San Bartolo,5099,19.65512,-98.89695,
Mexicali,Ejido Hermosillo,5101,32.51059,-114.92327,
Tzimol,Tzimol,5112,16.18267,-92.19362,
Acolman,Santa Catarina,5116,19.63593,-98.92568,
Soteapan,Soteapan,5118,18.23188,-94.87346,
Temoaya,San Pedro Abajo,5120,19.48403,-99.57857,
San Dimas,Tayoltita,5124,24.10377,-105.93041,
LeÛn,Plan de Ayala (Santa Rosa),5134,21.07218,-101.72004,
Atenco,La PastorÌa,5135,19.543056,-98.911111,
Uruapan,Caltzontzin,5136,19.4298,-102.00496,
Jocotitl·n,San Juan Coajomulco,5137,19.7506,-99.96819,
Apaseo El Grande,San JosÈ Agua Azul,5139,20.48599,-100.65587,
Doctor Mora,Doctor Mora,5140,21.14131,-100.32003,
La Paz,Todos Santos,5148,23.45594,-110.23527,
Tizayuca,Huitzila,5151,19.81272,-98.96081,
Toluca,Santa Cruz Otzacatipan,5152,19.34227,-99.61019,
Centro,Anacleto Canabal 2da. SecciÛn,5153,17.97535,-93.02364,
Xalapa,El Castillo,5154,19.54629,-96.86798,
Jiquipilco,San Bartolo Oxtotitl·n,5155,19.621111,-99.615833,
El Bosque,El Bosque,5155,17.06132,-92.72149,
Tecali de Herrera,Tecali de Herrera,5156,18.90157,-97.97612,
Tepetzintla,Tepetzintla,5166,21.16603,-97.85113,
Aguascalientes,Pocitos,5169,21.91831,-102.33002,
Santo Tom·s Hueyotlipan,Santo Tom·s Hueyotlipan,5176,18.88861,-97.86344,
ParaÌso,QuintÌn Arauz,5178,18.37065,-93.20791,
Mexicali,Delta (EstaciÛn Delta),5180,32.35294,-115.19067,
Mecatl·n,Mecatl·n,5181,20.21117,-97.68123,
Ocosingo,Frontera Corozal,5184,16.81389,-90.88594,
Teziutl·n,Atoluca,5187,19.85581,-97.34701,
Tianguismanalco,Tianguismanalco,5187,18.97606,-98.44672,
Tepatitl·n de Morelos,San JosÈ de Gracia,5190,20.6746,-102.56816,
Zumpango,Arbolada los Sauces,5190,19.8129,-99.04476,
Chemax,X-Can,5191,20.85756,-87.66832,
Campeche,Chin·,5194,19.76934,-90.49574,
MedellÌn,Paso del Toro,5197,19.0309,-96.13678,
Salto de Agua,Salto de Agua,5199,17.55436,-92.33816,
Irapuato,Villas de Irapuato,5199,20.68695,-101.40411,
Tlanchinol,Tlanchinol,5199,20.99171,-98.6619,
Poncitl·n,San Pedro Itzic·n,5199,20.31927,-102.95753,
Santos Reyes Nopala,Santos Reyes Nopala,5201,16.1068,-97.14345,
Nicol·s Romero,San JosÈ el Vidrio,5204,19.65506,-99.38022,
Zempoala,Privadas Santa Matilde,5206,20.02134,-98.79022,
Charo,Charo,5207,19.7454,-101.04432,
Huayacocotla,Huayacocotla,5211,20.5354,-98.48143,
Villa de Tezontepec,Tezontepec,5214,19.8813,-98.82028,
P·nuco,Pozo de Gamboa,5221,22.94759,-102.5706,
Toluca,Jicaltepec Autopan,5228,19.373,-99.64197,
GÛmez FarÌas,San AndrÈs Ixtl·n,5230,19.81737,-103.47489,
Panab·,Panab·,5232,21.29439,-88.2707,
Comalcalco,Aldama,5237,18.23858,-93.35233,
Texcoco,San Dieguito Xochimanca,5239,19.49103,-98.82909,
Sinaloa,Sinaloa de Leyva,5240,25.82403,-108.22577,
Centro,Ixtacomit·n 1ra. SecciÛn,5243,17.960833,-92.964722,
Tulcingo,Tulcingo de Valle,5249,18.04297,-98.43802,
Casas Grandes,Casas Grandes,5256,30.38136,-107.96199,
Cuautitl·n,San Mateo Ixtacalco,5258,19.70126,-99.16642,
Ursulo Galv·n,Ursulo Galv·n,5259,19.40692,-96.36297,
Tierra Nueva,Tierra Nueva,5261,21.66942,-100.57613,
Mochitl·n,Mochitl·n,5269,17.47036,-99.37057,
Pilcaya,Pilcaya,5270,18.74663,-99.67387,
PeÒÛn Blanco,PeÒÛn Blanco,5271,24.79326,-104.03655,
Lerma,San Mateo Atarasquillo,5273,19.31882,-99.46233,
Villa PurificaciÛn,Villa PurificaciÛn,5277,19.71655,-104.60533,
Nicol·s Romero,Santa MarÌa Magdalena Cahuac·n,5279,19.63797,-99.41346,
Texcoco,Tequexquin·huac,5279,19.47992,-98.82442,
Villagr·n,Sarabia,5280,20.52064,-101.06315,
Manlio Fabio Altamirano,Manlio Fabio Altamirano,5283,19.09376,-96.33301,
Jantetelco,Amayuca,5287,18.72277,-98.79684,
Atotonilco El Alto,San Francisco de AsÌs,5291,20.60032,-102.56466,
Tlaxcala,Santa MarÌa Ixtulco,5293,19.32853,-98.20713,
Taxco de AlarcÛn,Acamixtla,5301,18.56385,-99.56879,
Nombre de Dios,Nombre de Dios,5302,23.84623,-104.23748,
Tenango del Valle,San Pedro Tlanixco,5307,19.05991,-99.65127,
San Diego de AlejandrÌa,San Diego de AlejandrÌa,5312,20.99589,-101.99496,
Chilpancingo de los Bravo,Mazatl·n,5316,17.43783,-99.46774,
Chinampa de Gorostiza,Chinampa de Gorostiza,5317,21.35984,-97.73631,
Tlajomulco de Z˙Òiga,Cajititl·n,5323,20.43184,-103.31002,
Nopalucan,El RincÛn CitlaltÈpetl,5326,19.1607,-97.89781,
OthÛn P. Blanco,Calderitas,5326,18.55703,-88.25616,
GÛmez FarÌas,ValentÌn GÛmez FarÌas,5330,29.35777,-107.73706,
Hueytamalco,Hueytamalco,5335,19.9425,-97.28813,
Fresnillo,San JosÈ de Lourdes,5339,23.27598,-103.00675,
Tec·mac,San Pablo Tecalco,5344,19.67272,-98.95925,
Villa UniÛn,Villa UniÛn,5350,28.22225,-100.72668,
San Antonino Castillo Velasco,San Antonino Castillo Velasco,5354,16.80274,-96.68251,
Chapulco,Chapulco,5358,18.60889,-97.40996,
Yauhquemehcan,San Benito Xaltocan,5367,19.41024,-98.15741,
Amacuzac,Amacuzac,5368,18.60179,-99.37523,
San Juanito de Escobedo,San Juanito de Escobedo,5373,20.79603,-104.00242,
Tezonapa,Tezonapa,5376,18.60596,-96.68718,
San JosÈ Teacalco,San JosÈ Teacalco,5381,19.33728,-98.05436,
Teotihuac·n,San Sebasti·n Xolalpa,5383,19.68006,-98.83877,
Teotihuac·n,San Lorenzo Tlalmimilolpan,5386,19.66656,-98.87146,
Lerma,San Miguel Ameyalco,5387,19.30524,-99.45904,
Calimaya,San AndrÈs Ocotl·n,5388,19.1928,-99.58544,
Tezontepec de Aldama,Huitel,5390,20.16525,-99.27589,
Jiutepec,Calera Chica,5392,18.8612,-99.18228,
Calimaya,Zaragoza de Guadalupe,5393,19.14812,-99.64676,
Comalcalco,Miguel Hidalgo,5397,18.2533,-93.31419,
El Llano,Palo Alto,5399,21.91679,-101.96359,
Gral. Zuazua,Villas de Alcal·,5405,25.91661,-100.1821,
San Francisco Ixhuat·n,San Francisco Ixhuat·n,5408,16.3513,-94.48258,
Pitiquito,Pitiquito,5410,30.67725,-112.05854,
San Felipe del Progreso,San Miguel la Labor,5414,19.6056,-100.00359,
Amatl·n de los Reyes,PeÒuela,5421,18.86497,-96.89019,
San Pedro Mixtepec -Dto. 22 -,Bajos de Chila,5425,15.92256,-97.11999,
Villa de Arriaga,Villa de Arriaga,5426,21.90639,-101.38498,
Mocorito,Mocorito,5426,25.48159,-107.92191,
Santo Domingo Petapa,Santo Domingo Petapa,5429,16.81791,-95.13977,
Yautepec,Los Arcos,5446,18.88578,-99.02577,
Tehuitzingo,Tehuitzingo,5456,18.33145,-98.27275,
Atemajac de Brizuela,Atemajac de Brizuela,5457,20.139,-103.72654,
San Dionisio Ocotepec,San Dionisio Ocotepec,5459,16.80097,-96.39193,
Salamanca,Cerro Gordo (San Rafael),5460,20.59284,-101.12436,
PesquerÌa,PesquerÌa,5465,25.79267,-100.04884,
Toluca,San Miguel Totoltepec,5471,19.33117,-99.58405,
Mexicali,Vicente Guerrero (Algodones),5474,32.71131,-114.73951,
La Independencia,El Triunfo,5478,16.20257,-91.85967,
Salvador Alvarado,Benito Ju·rez,5480,25.48312,-108.16062,
ColÛn,Ajuchitl·n,5483,20.70726,-100.02044,
San Juan Bautista Valle Nacional,San Juan Bautista Valle Nacional,5488,17.77567,-96.30689,
C·rdenas,Poblado C-28 Coronel Gregorio MÈndez MagaÒa,5492,18.0218,-93.50138,
San Juan del RÌo,La Llave,5497,20.46511,-99.99518,
JimÈnez,Santander JimÈnez,5504,24.217,-98.48571,
HuanÌmaro,HuanÌmaro,5505,20.36689,-101.49698,
Chalco,La Candelaria Tlapala,5506,19.24144,-98.84707,
Padilla,Nueva Villa de Padilla,5517,24.04561,-98.90225,
San Pablo Huitzo,San Pablo Huitzo,5519,17.28082,-96.8936,
Centro,MedellÌn y Pigua 3ra. SecciÛn,5520,18.06026,-92.87843,
San Salvador El Seco,Santa MarÌa Coatepec,5524,19.10691,-97.59285,
C·rdenas,Santa RosalÌa (Miguel Hidalgo 2da. SecciÛn),5528,18.09024,-93.35462,
Chichimil·,Chichimil·,5528,20.62893,-88.21852,
Tinum,PistÈ,5528,20.69835,-88.58951,
Comond˙,Puerto San Carlos,5538,24.78775,-112.10586,
Valle de Bravo,Colorines,5543,19.18086,-100.21959,
Culiac·n,Adolfo LÛpez Mateos (El Tamarindo),5546,24.89675,-107.63156,
Sotuta,Sotuta,5548,20.59591,-89.00943,
Jojutla,Pedro Amaro,5551,18.59601,-99.17066,
Jojutla,Tlatenchi,5555,18.59936,-99.19025,
Villa de Tamazul·pam del Progreso,Villa de Tamazul·pam del Progreso,5559,17.67547,-97.57395,
San Luis RÌo Colorado,Ingeniero Luis B. S·nchez,5560,32.20113,-114.99765,
San Juan Colorado,San Juan Colorado,5561,16.46081,-97.95417,
Irapuato,San Roque,5563,20.59852,-101.34019,
Altamira,CuauhtÈmoc,5563,22.54927,-98.14812,
Tocatl·n,Tocatl·n,5564,19.389,-98.02527,
PanindÌcuaro,PanindÌcuaro,5565,19.9835,-101.75946,
Rosales,Santa Cruz de Rosales,5570,28.1911,-105.56007,
Acolman,Acolman de NezahualcÛyotl,5571,19.63922,-98.90744,
Tenango del Valle,San Pedro Zictepec,5571,19.03709,-99.57607,
Tequisquiapan,San Nicol·s,5576,20.47582,-99.93804,
Jala,Jala,5586,21.10393,-104.44006,
Tenango del Valle,Santiaguito Cuaxustenco,5590,19.12643,-99.58865,
Pueblo Nuevo Solistahuac·n,RincÛn Chamula,5592,17.20559,-92.93099,
Tepanco de LÛpez,San Bartolo Teontepec,5593,18.49535,-97.52285,
San Juan del RÌo,La Valla,5597,20.49994,-100.02732,
Yanga,Yanga,5598,18.8315,-96.79986,
Texcoco,Santa Catarina del Monte,5599,19.48765,-98.77869,
Poncitl·n,Cuitzeo (La Estancia),5603,20.3387,-102.78764,
Ezequiel Montes,Villa Progreso,5604,20.64128,-99.84142,
Pinos,Pinos,5611,22.2919,-101.57859,
Silao,La Aldea,5615,20.90298,-101.47907,
Mexicali,Ciudad Coahuila (KilÛmetro Cincuenta y Siete),5617,32.19216,-115.00218,
MapimÌ,MapimÌ,5623,25.83434,-103.84389,
El Fuerte,Mochicahui,5623,25.94599,-108.92913,
Balanc·n,El Triunfo,5627,17.9235,-91.16777,
Centro,Buena Vista RÌo Nuevo 1ra. SecciÛn,5627,17.96237,-93.06221,
Apodaca,Loma la Paz,5629,25.71406,-100.13127,
Temamatla,Temamatla,5633,19.20492,-98.86838,
Jaumave,Jaumave,5633,23.40596,-99.38395,
Centro,La Lima,5638,17.91093,-92.93087,
Ju·rez,Monte Kristal,5640,25.62679,-100.15676,
Jalpa de MÈndez,Ayapa,5640,18.22194,-93.1116,
Zapopan,La Venta del Astillero,5649,20.72781,-103.54474,
Otzolotepec,Ejido de la Y SecciÛn Siete A RevoluciÛn,5650,19.39155,-99.60799,
Macuspana,La Curva,5651,17.86393,-92.49104,
General Francisco R. MurguÌa,Nieves,5653,23.99835,-103.01701,
El MarquÈs,Saldarriaga,5661,20.627778,-100.291944,
Tonal·,Puente Grande,5664,20.56423,-103.15875,
Texcoco,San Bernardino,5667,19.47566,-98.9027,
Benito Ju·rez,Benito Ju·rez,5674,19.5865,-98.42736,
Tlajomulco de Z˙Òiga,Galaxia la Noria,5681,20.45575,-103.42041,
San Nicol·s de los Ranchos,San Nicol·s de los Ranchos,5685,19.06949,-98.48747,
Hualahuises,Hualahuises,5687,24.88357,-99.67653,
Tecom·n,Colonia Bayardo,5689,18.94324,-103.93048,
Mineral de la Reforma,Unidad Minera 11 de Julio,5692,20.10112,-98.72438,
Pinotepa de Don Luis,Pinotepa de Don Luis,5692,16.42702,-97.97842,
Temascalapa,San Luis Tecuahutitl·n,5694,19.7658,-98.88666,
San Miguel de Horcasitas,Pesqueira,5699,29.37635,-110.9043,
Tijuana,Quinta del Cedro,5704,32.43716,-117.06277,
La Paz,Lomas de Altavista,5704,19.36172,-98.94531,
Tulancingo de Bravo,Santa Ana Hueytlalpan,5705,20.17283,-98.31306,
Tapachula,¡lvaro ObregÛn,5717,14.92387,-92.37789,
Quechultenango,Quechultenango,5720,17.40922,-99.2434,
Chietla,Chietla,5726,18.51981,-98.5755,
Vega de Alatorre,Emilio Carranza,5727,19.97449,-96.60988,
Juan C. Bonilla,Cuanal·,5728,19.10895,-98.33103,
San Mateo del Mar,San Mateo del Mar,5734,16.20959,-94.9825,
Centro,Buena Vista RÌo Nuevo 2da. SecciÛn,5740,17.943333,-93.081945,
Venado,Venado,5743,22.93251,-101.08595,
General Felipe ¡ngeles,Santa ⁄rsula Chiconquiac,5751,19.01375,-97.67707,
Temoaya,San Lorenzo Oyamel,5753,19.43387,-99.57773,
Ensenada,Emiliano Zapata,5756,30.76625,-116.00892,
GarcÌa,Valle de Lincoln,5759,25.793382,-100.477812,
Villa de Cos,Villa de Cos,5759,23.28614,-102.34783,
Tepetlaoxtoc,ConcepciÛn Jolalpan,5761,19.58008,-98.85097,
Huamantla,San JosÈ XicohtÈncatl,5761,19.35284,-97.82682,
Santa Cruz Tlaxcala,San Miguel Contla,5761,19.37771,-98.12949,
El MarquÈs,Amazcala,5768,20.70299,-100.26264,
Centro,Guapinol,5768,17.92705,-92.91044,
Uruapan,Angahuan,5773,19.54891,-102.22376,
Ixtapaluca,RÌo FrÌo de Ju·rez,5774,19.35376,-98.66907,
El Oro,El Oro de Hidalgo,5776,19.7998,-100.13236,
Buenaventura,Ejido Benito Ju·rez,5778,30.15283,-106.88141,
Temascalapa,Santa Ana Tlachihualpa,5781,19.76943,-98.90932,
Villagr·n,Mexicanos,5782,20.53211,-101.0725,
Tapalpa,Tapalpa,5782,19.94421,-103.75913,
Olinal·,Olinal·,5792,17.77863,-98.74032,
Culiac·n,Quil·,5793,24.42411,-107.2195,
Nicol·s Romero,Quinto Barrio (Ejido Cahuac·n),5795,19.62066,-99.41682,
Temoac,Temoac,5799,18.77276,-98.77864,
Jocotitl·n,San Miguel Tenochtitl·n,5805,19.75822,-99.92044,
Ju·rez,HÈctor Caballero,5812,25.63787,-100.12658,
Guadalupe y Calvo,Guadalupe y Calvo,5816,26.08723,-106.95664,
Escuinapa,Isla del Bosque,5820,22.73426,-105.84247,
Atenco,Granjas AmpliaciÛn Santa Rosa,5821,19.59016,-98.97204,
Macuspana,Pemex (Ciudad Pemex),5822,17.88394,-92.48164,
Soconusco,Soconusco,5825,17.96238,-94.88143,
Toluca,Tlachaloya Segunda SecciÛn,5829,19.46652,-99.65538,
Tlajomulco de Z˙Òiga,Colinas del Roble,5830,20.50196,-103.39846,
Salamanca,San JosÈ TemascatÌo,5839,20.68723,-101.26028,
Tecozautla,Tecozautla,5844,20.53275,-99.63927,
CalkinÌ,NunkinÌ,5859,20.4013,-90.14631,
Domingo Arenas,Domingo Arenas,5864,19.1388,-98.45352,
Atlacomulco,Santiago Acutzilapan,5866,19.78392,-99.7638,
Dzilam Gonz·lez,Dzilam Gonz·lez,5875,21.27862,-88.92977,
El Oro,Santa MarÌa del Oro,5878,25.9537,-105.36868,
MÈrida,Cholul,5880,21.04361,-89.55804,
Yauhquemehcan,San JosÈ Tetel,5884,19.43334,-98.15642,
Macuspana,BelÈn,5892,17.78887,-92.60768,
RayÛn,RayÛn,5895,17.19928,-93.01091,
Santo Domingo Ingenio,Santo Domingo Ingenio,5895,16.58362,-94.76674,
San Felipe,San Bartolo de Berrios,5899,21.61221,-101.06874,
Zumpango,San Sebasti·n,5904,19.78079,-99.0606,
San Felipe del Progreso,San Nicol·s Guadalupe,5905,19.6118,-100.03417,
Playas de Rosarito,AmpliaciÛn Ejido Plan Libertador,5906,32.40979,-117.02641,
Papantla,Agua Dulce,5910,20.36334,-97.29259,
Tenango del Aire,Tenango del Aire,5915,19.15596,-98.85903,
Toluca,San Marcos Yachihuacaltepec,5917,19.32297,-99.67668,
RayÛn,RayÛn,5928,21.84532,-99.64613,
San Miguel Panixtlahuaca,San Miguel Panixtlahuaca,5930,16.26014,-97.37862,
Francisco I. Madero,San Juan Tepa,5932,20.21384,-99.0638,
Toluca,San Antonio Buenavista,5937,19.2644,-99.71065,
Chicomuselo,Chicomuselo,5938,15.74323,-92.28229,
Ac·mbaro,Ir·muco,5954,19.96251,-100.92207,
Cuetzalan del Progreso,Ciudad de Cuetzalan,5957,20.01979,-97.52485,
Villa de Ramos,Dulce Grande,5967,23.00107,-102.17473,
TarÌmbaro,Fraccionamiento MetrÛpolis II,5973,19.758,-101.20436,
Tepetitla de Lardiz·bal,Villa Alta,5974,19.29874,-98.40072,
Solidaridad,Puerto Aventuras,5979,20.511538,-87.234045,
CiÈnega de Flores,Real del Sol,5983,25.938334,-100.181111,
TarÌmbaro,Fraccionamiento Galaxia TarÌmbaro,5989,19.76371,-101.1958,
San Juan del RÌo,La Estancia,5992,20.42068,-100.06384,
Tlaltenango,Tlaltenango,5995,19.17527,-98.3439,
Tixtla de Guerrero,Atliaca,5997,17.65225,-99.37618,
Alvarado,AntÛn Lizardo,6003,19.05686,-95.98745,
Chapultepec,Chapultepec,6004,19.20204,-99.55482,
Abasolo,Abasolo,6008,24.05778,-98.37771,
Progreso,Chicxulub (Chicxulub Puerto),6010,21.30146,-89.56523,
Juchipila,Juchipila,6035,21.40726,-103.11534,
Acatl·n de PÈrez Figueroa,Acatl·n de PÈrez Figueroa,6040,18.53823,-96.60445,
BahÌa de Banderas,El Porvenir,6046,20.75443,-105.2416,
Ahome,San Miguel Zapotitl·n,6048,25.94836,-109.04556,
TarÌmbaro,TarÌmbaro,6049,19.79475,-101.17569,
Hermosillo,BahÌa de Kino,6050,28.84434,-111.97145,
MedellÌn,Fraccionamiento Arboledas San RamÛn,6050,19.0925,-96.153333,
Tarandacuao,Tarandacuao,6058,20.0038,-100.52185,
Yehualtepec,San Gabriel Tetzoyocan,6060,18.75812,-97.70433,
Huamuxtitl·n,Huamuxtitl·n,6063,17.80575,-98.56471,
Naco,Naco,6064,31.3217,-109.94791,
Zitlala,Zitlala,6065,17.69182,-99.1878,
Zinacantepec,El CÛporo,6068,19.28556,-99.83735,
Mecayapan,Mecayapan,6068,18.22066,-94.83741,
El Fuerte,San Blas,6075,26.07734,-108.76429,
Centro,Luis Gil PÈrez,6083,17.87872,-93.07014,
Ixtapa,Ixtapa,6086,16.80222,-92.9002,
Hueyapan de Ocampo,Juan DÌaz Covarrubias,6091,18.15954,-95.18588,
Mexicali,Colonia Venustiano Carranza (La Carranza),6098,32.23184,-115.16512,
Apizaco,San Luis Apizaquito,6099,19.42717,-98.1189,
Tlaxcala,San Esteban Tizatl·n,6114,19.34081,-98.2142,
Tlalnelhuayocan,Guadalupe Victoria,6114,19.55461,-96.96054,
Teabo,Teabo,6115,20.3999,-89.28161,
Tepetlaoxtoc,Tepetlaoxtoc de Hidalgo,6123,19.57386,-98.81851,
Tonal·,ParedÛn,6126,16.0505,-93.86534,
Tac·mbaro,Pedernales,6131,19.14342,-101.46876,
Jocotitl·n,Santa MarÌa Citendeje,6136,19.78108,-99.92909,
